관리번호,구분명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,설치연월,설치상세장소,구조용품명,담당부서명,담당부서전화번호,데이터기준일자,제공기관코드,제공기관명
북평 10,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 북평동 281,37.48226944,129.1190586,2015-01,전천광장 서쪽 앞,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 9,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 송정동 51,37.48860535,129.134914,2023-01,쌍용양호 북평공장 앞,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 8,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 송정동 51,37.48860535,129.134914,2015-01,버드나무 앞,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 7,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 송정동 1664,37.486001,129.1256101,2024-01,북평교 아래,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 6,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 북평동 281-26,37.48519792,129.1242294,2015-01,나무데크다리 동쪽,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 5,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 북평동 37,37.48445311,129.123401,2023-01,나무데크다리 서쪽,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 4,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 송정동 1305-1,37.48518857,129.1226882,2015-01,전천자전거2길 도로상,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 3,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 송정동 1307,37.484537,129.1214548,2023-01,전천자전거2길 도로상,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 2,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 송정동 1311,37.4843801,129.120788,2015-01,전천자전거2길 도로상,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 1,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 북평동 269,37.483901,129.1182401,2015-01,초록정 국궁활터 옆,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 14,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 삼화동 산 171-3,37.4654306,129.0293013,2015-01,계곡 입구 설명란 옆,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 13,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 삼화동 180-14,37.466112,129.030923,2015-01,청옥교 좌측,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 12,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 비천동 307,37.52378792,129.047886,2015-01,비천1교 옆 운동시설 인근,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 11,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 비천동 산386-1,37.51182163,129.0454367,2015-01,비천골 도로상,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 10,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 비천동 산385,37.51128532,129.0459628,2021-01,비천골 도로상,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 9,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 비천동 산381-1,37.50824131,129.0459393,2023-01,비천골 도로상,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 8,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 이로동 836,37.50631099,129.0470845,2015-01,비천골 도로 옆 절벽,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 7,위험표지판,강원특별자치도,동해시,,강원특별자치도 동해시 이로동 836,37.50631099,129.0470845,2015-01,유유촌 인근,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 6,위험표지판,강원특별자치도,동해시,강원특별자치도 동해시 전천자전거2길,,37.481591,129.106705,2015-01,전천자전거2길 도로상,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 5,위험표지판,강원특별자치도,동해시,강원특별자치도 동해시 전천자전거2길,,37.481851,129.108248,2015-01,전천자전거2길 도로상,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 4,위험표지판,강원특별자치도,동해시,강원특별자치도 동해시 전천자전거2길,,37.481845,129.110463,2015-01,전천자전거2길 도로상,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 3,위험표지판,강원특별자치도,동해시,강원특별자치도 동해시 전천자전거1길,,37.482925,129.109722,2015-01,전천자전거1길 도로상,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 2,위험표지판,강원특별자치도,동해시,강원특별자치도 동해시 전천자전거1길,,37.482977,129.108668,2015-01,전천자전거1길 도로상,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 1,위험표지판,강원특별자치도,동해시,강원특별자치도 동해시 전천자전거1길,,37.482891,129.106302,2015-01,전천자전거1길 도로상,해당없음,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 16,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 구미동 1-2,37.49115228,129.1418998,2015-01,호해정 앞,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 15,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 구미동 566-2,37.48880154,129.1379612,2015-01,해양레포츠센터,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 14,인명구조함,강원특별자치도,동해시,강원특별자치도 동해시 갯목길 147-189,,37.490377,129.140789,2015-01,해양레포츠센터,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 13,인명구조함,강원특별자치도,동해시,강원특별자치도 동해시 전천자전거1길 425,강원특별자치도 동해시 구미동 368,37.48709077,129.1353104,2015-01,갯목길 인근 산책로 상,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 12,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 구미동 148-2,37.47816755,129.1334568,2015-01,갯목길 인근 산책로 상,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 11,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 구미동 391-1,37.48630071,129.1299652,2015-01,갯목길 인근 산책로 상,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 10,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 구미동 421-1,37.48554596,129.1269152,2015-01,북평고가교 아래,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 9,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 북평동 1-1,37.484969,129.1255604,2015-01,북평교 아래,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 8,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 북평동 44,37.48413405,129.123016,2015-01,공영주차장 인근,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 7,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 북평동 281,37.48226944,129.1190586,2015-01,전천광장 앞,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 6,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 송정동 1664-20,37.48959684,129.1381206,2015-01,전천자전거1길 종점,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 5,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 송정동 51,37.48860535,129.134914,2015-01,공단 전면,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 4,인명구조함,강원특별자치도,동해시,강원특별자치도 동해시 전천자전거1길 1060,강원특별자치도 동해시 송정동 51,37.48860535,129.134914,2015-01,공단 전면,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 3,인명구조함,강원특별자치도,동해시,강원특별자치도 동해시 전천자전거1길 992,강원특별자치도 동해시 송정동 1664,37.486043,129.1256481,2015-01,데크길,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 2,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 송정동 1305-1,37.48518857,129.1226882,2015-01,북평교 인근,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북평 1,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 송정동 1311,37.4843901,129.120788,2015-01,초록정 국궁활터 동쪽,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 26,인명구조함,강원특별자치도,동해시,강원특별자치도 동해시 이기로 97,,37.47612138,129.0337136,2021-01,금곡호 주변,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 25,인명구조함,강원특별자치도,동해시,강원특별자치도 동해시 이기로 97,,37.47612138,129.0337136,2021-01,금곡호 주변,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 24,인명구조함,강원특별자치도,동해시,강원특별자치도 동해시 이기로 97,,37.47612138,129.0337136,2021-01,청옥호 둘레길,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 23,인명구조함,강원특별자치도,동해시,강원특별자치도 동해시 이기로 97,,37.47612138,129.0337136,2021-01,청옥호 둘레길,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 22,인명구조함,강원특별자치도,동해시,강원특별자치도 동해시 이기로 97,,37.47612138,129.0337136,2021-01,청옥호(거인의 휴식),구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 21,인명구조함,강원특별자치도,동해시,강원특별자치도 동해시 이기로 97,,37.47612138,129.0337136,2021-01,청옥호 주변,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 20,인명구조함,강원특별자치도,동해시,강원특별자치도 동해시 이기로 97,,37.47612138,129.0337136,2021-01,청옥호 주변,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 18,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 삼화동 산 267,37.45464516,129.0032808,2015-01,용추폭포 등지고 좌측,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 17,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 삼화동 산 267,37.45464516,129.0032808,2015-01,용추폭포 등지고 우측,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 16,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 삼화동 산175-1,37.46320024,129.0148783,2015-01,무릉반석 일주문,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 15,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 삼화동 산267-3,37.46399812,129.0181937,2015-01,무릉반석 금란정,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 14,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 삼화동 산267-3,37.46399812,129.0181937,2015-01,무릉반석 암각석 인근,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 13,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 삼화동 산180-14,37.46650318,129.033301,2020-01,무릉건강숲 오선녀탕,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 12,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 삼화동 산180-14,37.46650318,129.033301,2020-01,무릉건강숲 오선녀탕,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 11,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 비천동 산386-1,37.51182163,129.0454367,2015-01,비천골 내 도로상,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 10,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 비천동 산385,37.51128532,129.0459628,2015-01,비천골 내 도로상,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 9,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 비천동 산383,37.50880489,129.0467285,2015-01,"도로 옆 계곡, 폭포인근",구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 8,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 비천동 산383,37.50880489,129.0467285,2015-01,"도로옆, 폭포인근",구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 7,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 이로동 836,37.50631099,129.0470845,2015-01,유유촌 인근,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 6,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 쇄운동 1107,37.48293005,129.1017658,2015-01,전천자전거2길 도로상,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 5,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 쇄운동 1107,37.48293005,129.1017658,2015-01,전천자전거2길 도로상,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 4,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 쇄운동 1107,37.48293005,129.1017658,2015-01,전천자전거2길 도로상,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 3,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 쇄운동 1107,37.482925,129.1017658,2015-01,전천자전거1길 도로상,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 2,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 쇄운동 1107,37.482977,129.1017658,2015-01,전천자전거1길 도로상,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
북삼 1,인명구조함,강원특별자치도,동해시,,강원특별자치도 동해시 쇄운동 1107,37.482932,129.1017658,2015-01,전천자전거1길 도로상,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
4,인명구조함,인천광역시,동구,,인천광역시 동구 화수동 7-459,37.48876789,126.6300926,2017-01,화수부두 회센터 앞,인명구조함,안전관리과,032-770-6563,2025-12-11,3500000,인천광역시 동구
3,인명구조함,인천광역시,동구,,인천광역시 동구 화수동 7-459,37.48876789,126.6300926,2017-01,화수부두 수산물직매장 앞,인명구조함,안전관리과,032-770-6563,2025-12-11,3500000,인천광역시 동구
2,인명구조함,인천광역시,동구,,인천광역시 동구 화수동 311-3,37.487844,126.6310755,2017-01,화수부두 공영주차장 앞,인명구조함,안전관리과,032-770-6563,2025-12-11,3500000,인천광역시 동구
1,인명구조함,인천광역시,동구,,인천광역시 동구 화수동 311-3,37.48783781,126.6310755,2017-01,화수부두 작업장 앞,인명구조함,안전관리과,032-770-6563,2025-12-11,3500000,인천광역시 동구
주천면 위험표지판,위험표지판,전북특별자치도,진안군,,전북특별자치도 진안군 주천면 주양리 산 51-8,35.98090254,127.4092809,2020-04,주천면 명천식당옆,,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
주천면 위험표지판,위험표지판,전북특별자치도,진안군,,전북특별자치도 진안군 주천면 대불리 230-4,35.97670091,127.3742047,2020-04,주천면 도덕정 옆,,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
주천면 위험표지판,위험표지판,전북특별자치도,진안군,,전북특별자치도 진안군 주천면 대불리 26,35.98184813,127.3899453,2020-04,노적봉 쉼터 야영장 옆,,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
주천면 위험표지판,위험표지판,전북특별자치도,진안군,,전북특별자치도 진안군 주천면 대불리 85-2,35.98274352,127.3883227,2020-04,주천면 노적교 밑,,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
주천면 위험표지판,위험표지판,전북특별자치도,진안군,,전북특별자치도 진안군 주천면 주양리 664,35.97616696,127.4112391,2020-04,캠핑장 안쪽 주차장 옆,,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
주천면 위험표지판,위험표지판,전북특별자치도,진안군,,전북특별자치도 진안군 주천면 주양리 산20-3,35.97317563,127.417244,2020-04,주천면 국민여가캠핑장 옆,,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
주천면 위험표지판,위험표지판,전북특별자치도,진안군,,전북특별자치도 진안군 주천면 대불리 1-7,35.9796328,127.3973358,2020-04,주천면 칠은교 옆,,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
북삼 19,인명구조함,강원특별자치도,동해시,강원특별자치도 동해시 이기로 97,,37.47612138,129.0337136,2021-01,청옥호 주변,구명환,안전과,033-530-2545,2025-12-09,4211000,강원특별자치도 동해시
진안읍 위험표지판,위험표지판,전북특별자치도,진안군,,전북특별자치도 진안군 진안읍 가막리 364-1,35.8019445,127.5155273,2020-04,진안읍 가막유원지,,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
성수면 위험표지판,위험표지판,전북특별자치도,진안군,,전북특별자치도 진안군 성수면 좌포리 1462,35.72770922,127.2969909,2020-04,성수면 풍혈냉천 양산교 아래,,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
부귀면 위험표지판,위험표지판,전북특별자치도,진안군,전북특별자치도 진안군 부귀면 석원로 22,,35.85506825,127.4283711,2020-04,정천면 정자천 2구역,,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
부귀면 위험표지판,위험표지판,전북특별자치도,진안군,,전북특별자치도 진안군 부귀면 두남리 485-9,35.84373239,127.4076488,2020-04,정천면 정자천 1구역,,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
정천면 위험표지판,위험표지판,전북특별자치도,진안군,,전북특별자치도 진안군 정천면 월평리 972-2,35.85713353,127.4401995,2020-04,정천면 원월평 구암사 옆,,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
용담면 위험표지판,위험표지판,전북특별자치도,진안군,,전북특별자치도 진안군 용담면 송풍리 1851,35.96508441,127.5350126,2020-04,용담면 송풍리 감동천,,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
주천면 인명구조함,인명구조함,전북특별자치도,진안군,,전북특별자치도 진안군 주천면 대불리 230-4,35.97670091,127.3742047,2020-04,주천면 도덕정 옆,구명환+구명조끼+구명로프,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
주천면 인명구조함,인명구조함,전북특별자치도,진안군,,전북특별자치도 진안군 주천면 대불리 26,35.98184813,127.3899453,2020-04,노적봉 쉼터 야영장 옆,구명환+구명조끼+구명로프,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
주천면 인명구조함,인명구조함,전북특별자치도,진안군,,전북특별자치도 진안군 주천면 대불리 85-2,35.98274352,127.3883227,2020-04,주천면 노적교 밑,구명환+구명조끼+구명로프,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
주천면 인명구조함,인명구조함,전북특별자치도,진안군,,전북특별자치도 진안군 주천면 주양리 664,35.97616696,127.4112391,2020-04,캠핑장 안쪽 주차장 옆,구명환+구명조끼+구명로프,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
주천면 인명구조함,인명구조함,전북특별자치도,진안군,,전북특별자치도 진안군 주천면 주양리 산20-3,35.97317563,127.417244,2020-04,주천면 명도교 옆,구명환+구명조끼+구명로프,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
주천면 인명구조함,인명구조함,전북특별자치도,진안군,,전북특별자치도 진안군 주천면 주양리 산20-3,35.97317563,127.417244,2020-04,주천면 국민여가캠핑장 옆,구명환+구명조끼+구명로프,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
주천면 인명구조함,인명구조함,전북특별자치도,진안군,,전북특별자치도 진안군 주천면 대불리 1-7,35.9796328,127.3973358,2020-04,주천면 칠은교 옆,구명환+구명조끼+구명로프,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
진안읍 인명구조함,인명구조함,전북특별자치도,진안군,,전북특별자치도 진안군 진안읍 가막리 364-1,35.8019445,127.5155273,2020-04,진안읍 가막유원지,구명환+구명조끼+구명로프,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
성수면 인명구조함,인명구조함,전북특별자치도,진안군,,전북특별자치도 진안군 성수면 좌포리 1462,35.72770922,127.2969909,2020-04,성수면 풍혈냉천 양산교 아래,구명환+구명조끼+구명로프,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
부귀면 인명구조함,인명구조함,전북특별자치도,진안군,전북특별자치도 진안군 부귀면 석원로 22,,35.85506825,127.4283711,2020-04,정천면 정자천 2구역,구명환+구명조끼+구명로프,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
부귀면 인명구조함,인명구조함,전북특별자치도,진안군,,전북특별자치도 진안군 부귀면 두남리 485-9,35.84373239,127.4076488,2020-04,정천면 정자천 1구역,구명환+구명조끼+구명로프,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
정천면 인명구조함,인명구조함,전북특별자치도,진안군,,전북특별자치도 진안군 정천면 월평리 972-2,35.85713353,127.4401995,2020-04,정천면 원월평 구암사 옆,구명환+구명조끼+구명로프,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
용담면 인명구조함,인명구조함,전북특별자치도,진안군,,전북특별자치도 진안군 용담면 송풍리 1851,35.96508441,127.5350126,2020-04,용담면 송풍리 감동천,구명환+구명조끼+구명로프,전북특별자치도 진안군청,063-430-2495,2025-12-12,4731000,전북특별자치도 진안군
인명구조함-33,인명구조함,부산광역시,수영구,,부산광역시 수영구 남천동 545-2,35.133012,129.116123,2025-01,광안대교 옆 분포교 앞,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-32,인명구조함,부산광역시,수영구,,부산광역시 수영구 민락동 113-53,35.153469,129.130576,2024-11,민락항 빨간등대 방파제 낚시터 끝,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-31,인명구조함,부산광역시,수영구,,부산광역시 수영구 민락동 113-32,35.154425,129.130894,2023-08,밀락더마켓 맞은편,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-29,인명구조함,부산광역시,수영구,,부산광역시 수영구 광안동 1306-2,35.153428,129.118692,2013-03,호메르스호텔(광안해변로 217) 앞,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-28,인명구조함,부산광역시,수영구,,부산광역시 수영구 광안동 282-3,35.147131,129.114488,2013-03,광안동GS25(광안해변로159) 앞,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-27,인명구조함,부산광역시,수영구,,부산광역시 수영구 민락동 113-52,35.152820,129.128147,2013-03,광안해변로CU광안오션점 맞은편 데크,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-26,인명구조함,부산광역시,수영구,,부산광역시 수영구 남천동 148-103,35.146144,129.115326,2013-03,삼익비치 301동 앞 남천해변공원,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-6,인명구조함,부산광역시,수영구,,부산광역시 수영구 남천동 148-8,35.142332,129.115041,2013-03,삼익비치 216동 앞,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-5,인명구조함,부산광역시,수영구,,부산광역시 수영구 남천동 148-93,35.142610,129.117644,2013-03,남천항 방파제 시작부,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-4,인명구조함,부산광역시,수영구,,부산광역시 수영구 남천동 148-93,35.142610,129.117644,2013-03,남천항 방파제 끝,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-3,인명구조함,부산광역시,수영구,,부산광역시 수영구 남천동 564,35.137344,129.112846,2013-03,메가마트 남천점 앞 곡각지점,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-2,인명구조함,부산광역시,수영구,,부산광역시 수영구 남천동 545-2,35.135814,129.113072,2013-03,광안대교 하부,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-1,인명구조함,부산광역시,수영구,,부산광역시 수영구 남천동 545-2,35.137881,129.113428,2013-03,광안대교 옆 방파제 앞,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
위천-30,인명구조함,경상남도,거창군,,경상남도 거창군 위천면 강천리 5-2,35.758971,127.8328731,2014-12,수승대 수중보 건너 야영지,구명조끼+구명튜브+구명줄,위천119안전센터,055-940-9370,2025-07-01,5470000,경상남도 거창군
위천-21,인명구조함,경상남도,거창군,,경상남도 거창군 위천면 황산리 762-1,35.76079951,127.8320782,2014-12,수승대 구연교 입구(매점 앞 계단),구명조끼+구명튜브+구명줄,위천119안전센터,055-940-9370,2025-07-01,5470000,경상남도 거창군
구조대-10,인명구조함,경상남도,거창군,,경상남도 거창군 거창읍 송정리 산137,35.6879753,127.8770502,2015-12,산수장 식당에서 상류 100M지점(건계정보트장),구명조끼+구명튜브+구명줄,119구조대,055-940-9350,2025-07-01,5470000,경상남도 거창군
구조대-2,인명구조함,경상남도,거창군,,경상남도 거창군 거창읍 송정리 산137,35.6879753,127.8770502,2015-12,산수장 식당(건계정교)에서 하류 150M지점,구명조끼+구명튜브+구명줄,119구조대,055-940-9350,2025-07-01,5470000,경상남도 거창군
위천-46,인명구조함,경상남도,거창군,,경상남도 거창군 위천면 강천리 산1,35.75975986,127.8306503,2015-12,수승대 원각사 100m전 야영지,구명조끼+구명튜브+구명줄,위천119안전센터,055-940-9370,2025-07-01,5470000,경상남도 거창군
위천-45,인명구조함,경상남도,거창군,,경상남도 거창군 위천면 강천리 산3,35.75778981,127.831968,2015-12,수승대 100m전 척수대,구명조끼+구명튜브+구명줄,위천119안전센터,055-940-9370,2025-07-01,5470000,경상남도 거창군
가조-6,인명구조함,경상남도,거창군,경상남도 거창군 가조면 의상봉길 525-1,,35.724272,128.034924,2017-01,별유산장 인근 수월리 별유산장 맞은편 자연유원지,구명조끼+구명튜브+구명줄,가조119안전센터,055-940-9381,2025-07-01,5470000,경상남도 거창군
